,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1863,FDU20,19.35,Regular,0.02122660609421728,Fruits and Vegetables,120.3098,OUT035,2004,Small,Tier 2,Supermarket Type1,13.627427707572245
1864,NCP41,16.6,Low Fat,0.016145694940825742,Health and Hygiene,109.8596,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.739511388603482
1865,FDW36,11.15,Low Fat,0.05511009602415613,Baking Goods,106.2622,OUT027,1985,Medium,Tier 3,Supermarket Type3,13.255248235400394
1866,FDN31,11.5,Low Fat,0.07045366121391698,Fruits and Vegetables,189.253,OUT049,1999,Medium,Tier 1,Supermarket Type1,10.992476949719986
1867,NCU54,8.88,Low Fat,0.1527842970370359,Household,207.727,OUT010,1998,Medium,Tier 3,Grocery Store,5.941345136307012
1868,FDS01,11.6,Low Fat,0.017589394608480566,Canned,177.9686,OUT046,1997,Small,Tier 1,Supermarket Type1,10.756005874192002
1869,FDA23,9.8,Low Fat,0.046362407169876683,Baking Goods,101.7016,OUT017,2007,Medium,Tier 2,Supermarket Type1,11.492809619830354
1870,FDY08,9.395,Regular,0.1582185371511638,Fruits and Vegetables,139.1838,OUT045,2002,Medium,Tier 2,Supermarket Type1,11.901521825946638
1871,FDJ28,12.3,Low Fat,0.021625460024720416,Frozen Foods,193.3162,OUT046,1997,Small,Tier 1,Supermarket Type1,14.54746112847699
1872,DRF36,16.1,Low Fat,0.023303646472163316,Soft Drinks,192.6846,OUT046,1997,Small,Tier 1,Supermarket Type1,14.204926215170381
1873,FDH44,19.1,Regular,0.04239325320653679,Fruits and Vegetables,147.5418,OUT010,1998,Medium,Tier 3,Grocery Store,6.65153713500915
1874,NCY54,8.43,Low Fat,0.16379356455525126,Household,174.0422,OUT049,1999,Medium,Tier 1,Supermarket Type1,12.74309537727694
1875,FDR59,14.5,Regular,0.10155833933779598,Breads,260.4594,OUT010,1998,Medium,Tier 3,Grocery Store,10.15310266153169
1876,DRA59,8.27,Regular,0.12038226007730618,Soft Drinks,184.8924,OUT046,1997,Small,Tier 1,Supermarket Type1,16.438667434806018
1877,FDS55,7.02,Low Fat,0.07846294512088924,Fruits and Vegetables,148.0734,OUT017,2007,Medium,Tier 2,Supermarket Type1,12.450802247191717
1878,FDZ28,20.0,Regular,0.05030989165554992,Frozen Foods,128.0678,OUT045,2002,Medium,Tier 2,Supermarket Type1,12.11997520208994
1879,DRG49,7.81,Low Fat,0.06540573687228218,Soft Drinks,246.0486,OUT045,2002,Medium,Tier 2,Supermarket Type1,19.207431115119412
1880,FDH21,10.395,Low Fat,0.05322883866261336,Seafood,158.6604,OUT019,1985,Small,Tier 1,Grocery Store,6.817894047383025
1881,NCN19,13.1,Low Fat,0.012016984940823955,Others,189.853,OUT013,1987,High,Tier 3,Supermarket Type1,15.059840953225809
1882,FDP25,15.2,Low Fat,0.02102788420540583,Canned,216.5824,OUT045,2002,Medium,Tier 2,Supermarket Type1,17.370392242952008
1883,DRH59,10.8,Low Fat,0.05678993762759326,Hard Drinks,74.738,OUT046,1997,Small,Tier 1,Supermarket Type1,10.083736856712083
1884,FDH09,12.6,Low Fat,0.05455160183380389,Seafood,50.7982,OUT035,2004,Small,Tier 2,Supermarket Type1,7.793594346398887
1885,NCK54,12.15,Low Fat,0.02914053613969615,Household,115.015,OUT049,1999,Medium,Tier 1,Supermarket Type1,14.281504116477999
1886,FDT21,7.42,Low Fat,0.02022724301651672,Snack Foods,248.9092,OUT045,2002,Medium,Tier 2,Supermarket Type1,18.147168771167017
1887,FDR12,12.6,Regular,0.05374290858133718,Baking Goods,172.4764,OUT019,1985,Small,Tier 1,Grocery Store,8.824182795014403
1888,FDS25,6.885,Regular,0.13173020896671842,Canned,111.4228,OUT017,2007,Medium,Tier 2,Supermarket Type1,14.396995901112321
1889,NCL05,19.6,Low Fat,0.046564562688112696,Health and Hygiene,42.177,OUT027,1985,Medium,Tier 3,Supermarket Type3,10.78661178235631
1890,NCI30,20.25,Low Fat,0.05757893901795137,Household,246.446,OUT017,2007,Medium,Tier 2,Supermarket Type1,15.460098549679255
1891,FDJ26,15.3,Regular,0.08152201111830598,Canned,214.0218,OUT045,2002,Medium,Tier 2,Supermarket Type1,10.223657122839164
1892,FDA56,9.21,Low Fat,0.008740106748102815,Fruits and Vegetables,122.4414,OUT049,1999,Medium,Tier 1,Supermarket Type1,11.656801765264046
1893,FDM33,15.6,Low Fat,0.0,Snack Foods,220.4798,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.711595056229413
1894,FDP04,15.35,Low Fat,0.013739427310172966,Frozen Foods,62.7168,OUT049,1999,Medium,Tier 1,Supermarket Type1,9.860571675988078
1895,FDR55,12.15,Regular,0.12429636535198878,Fruits and Vegetables,190.3872,OUT045,2002,Medium,Tier 2,Supermarket Type1,14.155258235467802
1896,NCZ54,14.65,Low Fat,0.07969407983298925,Household,164.0552,OUT027,1985,Medium,Tier 3,Supermarket Type3,17.67682156576791
1897,NCA53,11.395,Low Fat,0.009845193643277003,Health and Hygiene,50.3034,OUT049,1999,Medium,Tier 1,Supermarket Type1,9.906012740322923
1898,FDL20,17.1,Low Fat,0.0,Fruits and Vegetables,111.9886,OUT046,1997,Small,Tier 1,Supermarket Type1,14.425847673474525
1899,FDT26,18.85,Regular,0.06573217438749157,Dairy,119.044,OUT035,2004,Small,Tier 2,Supermarket Type1,10.621978841147275
1900,NCZ06,19.6,Low Fat,0.08998846456346406,Household,251.9698,OUT046,1997,Small,Tier 1,Supermarket Type1,16.590026912179333
1901,FDA04,11.3,Regular,0.0649516682805357,Frozen Foods,258.1962,OUT017,2007,Medium,Tier 2,Supermarket Type1,16.390068595387074
1902,FDD29,12.15,Low Fat,0.018155547094193307,Frozen Foods,255.3698,OUT027,1985,Medium,Tier 3,Supermarket Type3,16.891729669559354
1903,FDS56,5.785,Regular,0.03802467510792681,Fruits and Vegetables,260.7252,OUT046,1997,Small,Tier 1,Supermarket Type1,18.20494129809448
1904,FDT07,5.82,Regular,0.07441589388381674,Fruits and Vegetables,257.633,OUT013,1987,High,Tier 3,Supermarket Type1,11.54299719803829
1905,FDT58,9.0,Low Fat,0.08278190034979722,Snack Foods,168.0816,OUT018,2009,Medium,Tier 3,Supermarket Type2,12.96868359515038
1906,FDJ10,5.095,Regular,0.12122292312039808,Snack Foods,139.1838,OUT027,1985,Medium,Tier 3,Supermarket Type3,17.004535122229193
1907,FDN25,7.895,Regular,0.05936638774831209,Breakfast,59.2588,OUT035,2004,Small,Tier 2,Supermarket Type1,9.289451948127253
1908,DRC27,13.8,Low Fat,0.0565885367130421,Dairy,247.4802,OUT045,2002,Medium,Tier 2,Supermarket Type1,11.38082649618736
1909,FDA38,5.44,Low Fat,0.02519934661801928,Dairy,238.7538,OUT049,1999,Medium,Tier 1,Supermarket Type1,15.333716069001373
1910,FDM56,16.7,Low Fat,0.06778310521473463,Fruits and Vegetables,109.8912,OUT013,1987,High,Tier 3,Supermarket Type1,9.559295245165181
1911,NCI43,19.85,Low Fat,0.025616181091606773,Household,46.9376,OUT013,1987,High,Tier 3,Supermarket Type1,8.31672825007756
1912,FDP36,10.395,Regular,0.08772522389029344,Baking Goods,49.0008,OUT017,2007,Medium,Tier 2,Supermarket Type1,9.510472661374921
1913,DRK49,14.15,Low Fat,0.0,Soft Drinks,40.5138,OUT019,1985,Small,Tier 1,Grocery Store,3.4373562253916203
1914,FDW32,18.35,Regular,0.15280828064108212,Fruits and Vegetables,87.7882,OUT019,1985,Small,Tier 1,Grocery Store,8.017302135867869
1915,NCW18,15.1,Low Fat,0.057718808733839104,Household,237.9248,OUT049,1999,Medium,Tier 1,Supermarket Type1,12.872970264754056
1916,FDQ44,20.5,Low Fat,0.0356446313958335,Fruits and Vegetables,121.2756,OUT018,2009,Medium,Tier 3,Supermarket Type2,12.96868359515038
1917,FDL45,15.6,Low Fat,0.03706865779625509,Snack Foods,124.9704,OUT045,2002,Medium,Tier 2,Supermarket Type1,13.109658591894313
1918,DRB48,16.75,Regular,0.02454507780521126,Soft Drinks,39.9822,OUT035,2004,Small,Tier 2,Supermarket Type1,9.07088792646913
1919,FDQ34,10.85,Low Fat,0.15091991652733214,Snack Foods,104.9622,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.401351024862425
1920,FDH17,16.2,Regular,0.016608844361399668,Frozen Foods,98.6726,OUT017,2007,Medium,Tier 2,Supermarket Type1,10.835979114462747
1921,FDN08,7.72,Regular,0.13793795644547827,Fruits and Vegetables,116.6466,OUT010,1998,Medium,Tier 3,Grocery Store,4.902741766976023
1923,FDK10,5.785,Regular,0.03953342771452421,Snack Foods,180.466,OUT013,1987,High,Tier 3,Supermarket Type1,8.958923924767632
1924,FDL39,16.1,Regular,0.06111830699267538,Dairy,181.6318,OUT027,1985,Medium,Tier 3,Supermarket Type3,10.809452743695651
1925,FDP25,15.2,Low Fat,0.020981842532832994,Canned,216.3824,OUT035,2004,Small,Tier 2,Supermarket Type1,18.286273959804305
1926,FDC05,13.1,Regular,0.09418764636297884,Frozen Foods,196.3768,OUT035,2004,Small,Tier 2,Supermarket Type1,12.942238408399913
1927,FDA39,6.32,Low Fat,0.012627301004804204,Meat,41.0822,OUT013,1987,High,Tier 3,Supermarket Type1,9.805483533952046
1928,FDZ10,17.85,Low Fat,0.043467921366449856,Snack Foods,124.902,OUT013,1987,High,Tier 3,Supermarket Type1,12.38025386544733
1929,FDK08,9.195,Regular,0.1148564988552829,Fruits and Vegetables,101.2016,OUT027,1985,Medium,Tier 3,Supermarket Type3,13.805545625245978
1930,DRD24,13.85,Low Fat,0.030305569943065845,Soft Drinks,141.7154,OUT013,1987,High,Tier 3,Supermarket Type1,14.387352900302925
1931,DRG48,5.78,Low Fat,0.014508596454436676,Soft Drinks,147.3102,OUT018,2009,Medium,Tier 3,Supermarket Type2,13.262822664611862
1932,FDH52,9.42,Regular,0.07405744459151183,Frozen Foods,62.1194,OUT019,1985,Small,Tier 1,Grocery Store,4.984469141770671
1933,FDS25,6.885,Regular,0.13128480405818388,Canned,108.5228,OUT045,2002,Medium,Tier 2,Supermarket Type1,12.576934370100293
1934,NCH43,8.42,Low Fat,0.06817773895668001,Household,216.0192,OUT035,2004,Small,Tier 2,Supermarket Type1,13.338095687684946
1935,DRK01,7.63,Low Fat,0.05959794060666051,Soft Drinks,94.6436,OUT017,2007,Medium,Tier 2,Supermarket Type1,11.713688899086273
1936,FDD59,10.5,Regular,0.06443397067236176,Starchy Foods,80.896,OUT017,2007,Medium,Tier 2,Supermarket Type1,9.860571675988078
1937,FDB27,7.575,Low Fat,0.08866241228045661,Dairy,197.7768,OUT010,1998,Medium,Tier 3,Grocery Store,5.8194038981198055
1938,FDO22,13.5,Regular,0.01768726305867115,Snack Foods,81.396,OUT013,1987,High,Tier 3,Supermarket Type1,10.621978841147275
1939,FDD35,12.15,Low Fat,0.025586732745784522,Starchy Foods,120.244,OUT045,2002,Medium,Tier 2,Supermarket Type1,13.15598285877375
1940,FDR01,5.405,Regular,0.052223448460093864,Canned,197.7742,OUT035,2004,Small,Tier 2,Supermarket Type1,9.268831565226186
1941,NCB31,6.235,Low Fat,0.1859385302933787,Household,262.291,OUT019,1985,Small,Tier 1,Grocery Store,8.072169897116279
1942,FDC35,7.435,Low Fat,0.11585913637065401,Starchy Foods,208.7638,OUT046,1997,Small,Tier 1,Supermarket Type1,14.590331059785763
1943,FDS23,4.635,Low Fat,0.13205829139348632,Breads,127.0994,OUT045,2002,Medium,Tier 2,Supermarket Type1,14.13973467489475
1944,FDC33,8.96,Regular,0.06679673414169848,Fruits and Vegetables,197.7768,OUT045,2002,Medium,Tier 2,Supermarket Type1,14.663978938162845
1945,NCF18,18.35,Low Fat,0.08557666611734344,Household,191.9504,OUT018,2009,Medium,Tier 3,Supermarket Type2,17.510482101159116
1946,FDM36,11.65,Regular,0.05715710350575679,Baking Goods,173.5422,OUT049,1999,Medium,Tier 1,Supermarket Type1,15.108610208638208
1947,FDJ53,10.5,Low Fat,0.06893698899222059,Frozen Foods,121.3098,OUT049,1999,Medium,Tier 1,Supermarket Type1,11.308401093273769
1948,NCL17,7.39,Low Fat,0.06584000321722931,Health and Hygiene,140.7812,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.615825605390233
1949,FDW27,5.86,Regular,0.13986871406616316,Meat,154.5314,OUT027,1985,Medium,Tier 3,Supermarket Type3,11.176712348146117
1950,FDA32,14.0,Low Fat,0.029650246604070556,Fruits and Vegetables,215.7192,OUT046,1997,Small,Tier 1,Supermarket Type1,10.255407814633301
1951,FDA03,18.5,Regular,0.07334063890027609,Dairy,145.8102,OUT010,1998,Medium,Tier 3,Grocery Store,6.631411332305931
1952,FDW09,13.65,Regular,0.02564180489162289,Snack Foods,79.6302,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.216047298133274
1953,FDN09,14.15,Low Fat,0.0,Snack Foods,244.1828,OUT045,2002,Medium,Tier 2,Supermarket Type1,9.008421746525466
1954,FDM08,10.1,Regular,0.052485519354841845,Fruits and Vegetables,225.6088,OUT017,2007,Medium,Tier 2,Supermarket Type1,16.198652532338727
1955,FDX01,10.1,Low Fat,0.023973106979009597,Canned,117.615,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.484402294503752
1956,DRO35,13.85,Low Fat,0.03403817620879144,Hard Drinks,115.0492,OUT049,1999,Medium,Tier 1,Supermarket Type1,15.946071037578074
1957,FDS31,13.1,Regular,0.04332956409811968,Fruits and Vegetables,178.5318,OUT045,2002,Medium,Tier 2,Supermarket Type1,14.529611464994286
1958,NCM53,18.75,Low Fat,0.05080891084278063,Health and Hygiene,104.828,OUT049,1999,Medium,Tier 1,Supermarket Type1,13.282978961072216
1959,FDI16,14.0,Regular,0.12721636776221476,Frozen Foods,52.064,OUT013,1987,High,Tier 3,Supermarket Type1,9.48093684178614
1960,DRF36,16.1,Low Fat,0.023339458465742518,Soft Drinks,192.8846,OUT049,1999,Medium,Tier 1,Supermarket Type1,17.490191837214194
1961,FDW49,19.5,Low Fat,0.07895206791138129,Canned,179.9002,OUT027,1985,Medium,Tier 3,Supermarket Type3,16.030287163059114
1962,FDB58,10.5,Regular,0.023355690039252638,Snack Foods,141.7154,OUT019,1985,Small,Tier 1,Grocery Store,7.521103231456294
1963,NCJ18,12.35,Low Fat,0.1520980741012937,Household,119.8124,OUT045,2002,Medium,Tier 2,Supermarket Type1,12.872970264754056
1964,FDL51,20.7,Regular,0.046490078141316026,Dairy,215.0876,OUT045,2002,Medium,Tier 2,Supermarket Type1,17.263822737057282
1965,FDS03,7.825,Low Fat,0.0769175059292257,Meat,62.7826,OUT018,2009,Medium,Tier 3,Supermarket Type2,10.514678789511924
1966,NCO54,19.5,Low Fat,0.02468523890464936,Household,53.6614,OUT019,1985,Small,Tier 1,Grocery Store,5.493482085995072
1967,FDA48,12.1,Low Fat,0.10895038954307816,Baking Goods,222.0114,OUT045,2002,Medium,Tier 2,Supermarket Type1,15.251152685423186
1968,NCK06,5.03,Low Fat,0.00856784794112308,Household,123.1756,OUT027,1985,Medium,Tier 3,Supermarket Type3,10.661174690177116
1969,NCZ54,14.65,Low Fat,0.08022279545675813,Household,162.4552,OUT045,2002,Medium,Tier 2,Supermarket Type1,13.150851819696856
1970,FDW39,6.69,Regular,0.036073128162435485,Meat,177.237,OUT027,1985,Medium,Tier 3,Supermarket Type3,16.82613915587749
1971,FDI09,20.75,Regular,0.12163126084185427,Seafood,238.188,OUT046,1997,Small,Tier 1,Supermarket Type1,17.1378049397736
1972,NCO02,11.15,Low Fat,0.0,Others,65.0142,OUT049,1999,Medium,Tier 1,Supermarket Type1,10.386661277186963
1973,DRF13,12.1,Low Fat,0.029391472708758363,Soft Drinks,144.3444,OUT049,1999,Medium,Tier 1,Supermarket Type1,13.772864130201734
1974,FDK25,11.6,Regular,0.14645163034600028,Breakfast,168.3474,OUT017,2007,Medium,Tier 2,Supermarket Type1,16.568226588890614
1975,FDZ38,17.6,Low Fat,0.008014076333544153,Dairy,173.7422,OUT017,2007,Medium,Tier 2,Supermarket Type1,18.031872337391476
1976,NCQ42,20.35,Low Fat,0.06649307038609842,Household,127.9678,OUT019,1985,Small,Tier 1,Grocery Store,6.3358134946206475
1977,FDM14,13.8,Low Fat,0.013113379571721305,Canned,108.9254,OUT027,1985,Medium,Tier 3,Supermarket Type3,13.94731045300147
1978,FDC20,10.65,Low Fat,0.023688658064929043,Fruits and Vegetables,54.0272,OUT046,1997,Small,Tier 1,Supermarket Type1,7.648407545843611
1979,FDW32,18.35,Regular,0.09046296008408641,Fruits and Vegetables,86.2882,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.773231959420126
1980,FDQ19,7.35,Regular,0.014291647153274793,Fruits and Vegetables,241.3512,OUT045,2002,Medium,Tier 2,Supermarket Type1,17.469854386502725
1981,FDE08,18.2,Low Fat,0.04821510742742203,Fruits and Vegetables,146.4734,OUT049,1999,Medium,Tier 1,Supermarket Type1,15.274018016041236
1982,FDC29,8.39,Regular,0.023954090193729946,Frozen Foods,116.0176,OUT049,1999,Medium,Tier 1,Supermarket Type1,11.703976051432463
1983,FDV50,14.3,Low Fat,0.11553090952307621,Dairy,121.973,OUT013,1987,High,Tier 3,Supermarket Type1,13.941603696859904
1984,FDF11,10.195,Regular,0.017575591448585483,Starchy Foods,239.8538,OUT017,2007,Medium,Tier 2,Supermarket Type1,15.986987597288184
1985,FDN09,14.15,Low Fat,0.034417614025930736,Snack Foods,245.3828,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.948341827427587
1986,DRG37,16.2,Low Fat,0.019231613318332192,Soft Drinks,153.7972,OUT045,2002,Medium,Tier 2,Supermarket Type1,11.192679101780033
1987,NCV06,11.3,Low Fat,0.06424950375106968,Household,195.2478,OUT027,1985,Medium,Tier 3,Supermarket Type3,19.281737581786622
1988,DRJ13,12.65,Low Fat,0.10008555498335646,Soft Drinks,159.9578,OUT010,1998,Medium,Tier 3,Grocery Store,9.874247937170992
1989,DRF25,9.0,Low Fat,0.03800531524099255,Soft Drinks,37.319,OUT027,1985,Medium,Tier 3,Supermarket Type3,10.86237624462679
1990,FDE53,10.895,Low Fat,0.04400911122387594,Frozen Foods,107.228,OUT010,1998,Medium,Tier 3,Grocery Store,7.525024558147688
1991,FDS08,5.735,Low Fat,0.055398017473330376,Fruits and Vegetables,176.337,OUT046,1997,Small,Tier 1,Supermarket Type1,12.083605965575423
1992,FDO23,17.85,Low Fat,0.13737265900521645,Breads,93.7436,OUT017,2007,Medium,Tier 2,Supermarket Type1,11.939007181575146
1993,FDT07,5.82,Regular,0.07447562077696951,Fruits and Vegetables,255.433,OUT046,1997,Small,Tier 1,Supermarket Type1,16.33369646099059
1994,NCX29,10.0,Low Fat,0.08538441929475796,Health and Hygiene,146.9102,OUT035,2004,Small,Tier 2,Supermarket Type1,14.74812677542413
1995,FDG22,17.6,Regular,0.0405403526228991,Snack Foods,38.119,OUT035,2004,Small,Tier 2,Supermarket Type1,9.013888023198483
1996,DRJ47,18.25,Low Fat,0.043093990780978385,Hard Drinks,173.308,OUT027,1985,Medium,Tier 3,Supermarket Type3,18.89994680985003
1997,FDL43,10.1,Low Fat,0.026682688635776327,Meat,77.567,OUT013,1987,High,Tier 3,Supermarket Type1,6.7406308056034465
1998,FDZ43,11.0,Regular,0.05522866579554277,Fruits and Vegetables,241.2512,OUT027,1985,Medium,Tier 3,Supermarket Type3,20.19798431019023
1999,FDZ21,17.6,Regular,0.03847222156486683,Snack Foods,97.241,OUT046,1997,Small,Tier 1,Supermarket Type1,5.7798148909240865
2000,FDJ50,8.645,Low Fat,0.0213523298082814,Canned,53.3982,OUT035,2004,Small,Tier 2,Supermarket Type1,10.655313680370169
2001,FDV35,19.5,Low Fat,0.12062876140195188,Breads,155.9314,OUT046,1997,Small,Tier 1,Supermarket Type1,15.711340475179753
2002,FDW56,7.68,Low Fat,0.06887409923380663,Fruits and Vegetables,190.8162,OUT017,2007,Medium,Tier 2,Supermarket Type1,13.91414601141642
2003,DRL35,15.7,Low Fat,0.030302116206519788,Hard Drinks,43.277,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.658635722838886
2004,FDR01,5.405,Regular,0.05233627784116354,Canned,199.0742,OUT045,2002,Medium,Tier 2,Supermarket Type1,16.842584708665058
2005,FDS24,20.85,Regular,0.06048406793920141,Baking Goods,86.9514,OUT045,2002,Medium,Tier 2,Supermarket Type1,11.231518362585518
2006,NCL17,7.39,Low Fat,0.0659404461063787,Health and Hygiene,140.4812,OUT017,2007,Medium,Tier 2,Supermarket Type1,13.429777841127468
2007,FDS13,6.465,Low Fat,0.0,Canned,263.1884,OUT018,2009,Medium,Tier 3,Supermarket Type2,14.28476771442444
2008,FDB59,18.25,Low Fat,0.015193871316254328,Snack Foods,197.6084,OUT045,2002,Medium,Tier 2,Supermarket Type1,13.3530487222781
2009,FDW26,11.8,Regular,0.1012369065561898,Dairy,222.3772,OUT027,1985,Medium,Tier 3,Supermarket Type3,11.589448391464956
2010,FDQ12,12.65,Low Fat,0.060153591369598,Baking Goods,230.001,OUT019,1985,Small,Tier 1,Grocery Store,8.832725087662308
2011,FDX59,10.195,Low Fat,0.05033019770879594,Breads,31.9558,OUT013,1987,High,Tier 3,Supermarket Type1,7.201708699398744
2012,FDL36,15.1,Low Fat,0.07372042470976858,Baking Goods,91.583,OUT017,2007,Medium,Tier 2,Supermarket Type1,8.139722576655899
2013,FDQ55,13.65,Regular,0.013006237010037093,Fruits and Vegetables,114.8834,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.726614359392187
2014,FDV46,18.2,Low Fat,0.021834643704671346,Snack Foods,141.418,OUT019,1985,Small,Tier 1,Grocery Store,8.238997270133552
2015,FDM28,15.7,Low Fat,0.07617009230744572,Frozen Foods,181.466,OUT019,1985,Small,Tier 1,Grocery Store,5.643768418610765
2016,FDT40,5.985,Low Fat,0.09197479084641526,Frozen Foods,125.2678,OUT017,2007,Medium,Tier 2,Supermarket Type1,9.137824290164508
2017,DRJ11,9.5,Low Fat,0.13315332304022315,Hard Drinks,189.9872,OUT010,1998,Medium,Tier 3,Grocery Store,9.111167708463721
2018,FDD51,11.15,Low Fat,0.0,Dairy,44.7744,OUT045,2002,Medium,Tier 2,Supermarket Type1,5.657669382198202
2019,NCT17,10.8,Low Fat,0.04081858107442933,Health and Hygiene,188.6214,OUT027,1985,Medium,Tier 3,Supermarket Type3,18.200922547125476
2020,NCW17,18.0,Low Fat,0.019200714810650454,Health and Hygiene,126.8994,OUT046,1997,Small,Tier 1,Supermarket Type1,14.555845834153843
2021,NCY29,13.65,Low Fat,0.1268325974625502,Health and Hygiene,56.293,OUT019,1985,Small,Tier 1,Grocery Store,4.837239278904068
2022,DRH36,16.2,Low Fat,0.0,Soft Drinks,73.4696,OUT013,1987,High,Tier 3,Supermarket Type1,12.781248585115108
2023,FDB17,13.15,Low Fat,0.036070682010548305,Frozen Foods,179.7976,OUT049,1999,Medium,Tier 1,Supermarket Type1,13.63578809476605
2024,NCA17,20.6,Low Fat,0.04438084214299627,Health and Hygiene,148.4392,OUT013,1987,High,Tier 3,Supermarket Type1,12.141090184153665
2025,FDT27,11.395,Regular,0.0672727525302248,Meat,234.6616,OUT046,1997,Small,Tier 1,Supermarket Type1,16.735504798365618
2026,FDR32,6.78,Regular,0.08225860460566244,Fruits and Vegetables,229.5694,OUT013,1987,High,Tier 3,Supermarket Type1,15.07450487773169
2027,FDG41,8.84,Regular,0.07388329398690131,Frozen Foods,110.7228,OUT049,1999,Medium,Tier 1,Supermarket Type1,11.835348375136498
2028,FDX25,16.7,Low Fat,0.09717732378742844,Canned,184.0292,OUT046,1997,Small,Tier 1,Supermarket Type1,14.583029634673238
2029,FDG56,13.3,Regular,0.06939240259710053,Fruits and Vegetables,63.2536,OUT017,2007,Medium,Tier 2,Supermarket Type1,11.04548439259374
2030,FDN16,12.6,Regular,0.06114678852249199,Frozen Foods,102.399,OUT017,2007,Medium,Tier 2,Supermarket Type1,13.143147745397268
2031,FDD47,7.6,Regular,0.13311717297240647,Starchy Foods,172.3448,OUT035,2004,Small,Tier 2,Supermarket Type1,13.673877086177736
2032,FDR12,12.6,Regular,0.031022303616320145,Baking Goods,170.5764,OUT013,1987,High,Tier 3,Supermarket Type1,15.576219520495991
2033,FDS33,6.67,Regular,0.11655605388869354,Snack Foods,90.0514,OUT049,1999,Medium,Tier 1,Supermarket Type1,11.46079605673139
2034,NCC55,10.695,Low Fat,0.06180141618107716,Household,36.7848,OUT035,2004,Small,Tier 2,Supermarket Type1,9.216875139937219
2035,FDA38,5.44,Low Fat,0.04364557246951473,Dairy,241.1538,OUT019,1985,Small,Tier 1,Grocery Store,7.833580838213564
2036,FDK44,16.6,Low Fat,0.11529493935477328,Fruits and Vegetables,173.5738,OUT035,2004,Small,Tier 2,Supermarket Type1,12.41058712532223
2037,FDZ57,10.0,Regular,0.03706869441343341,Snack Foods,127.2994,OUT046,1997,Small,Tier 1,Supermarket Type1,8.628931764781896
2038,NCN14,19.1,Low Fat,0.08841163125921059,Others,185.2608,OUT017,2007,Medium,Tier 2,Supermarket Type1,11.370536412370383
2039,NCB06,17.6,Low Fat,0.12910273696456223,Health and Hygiene,161.792,OUT010,1998,Medium,Tier 3,Grocery Store,5.426481717770599
2040,DRL01,19.5,Regular,0.07445076525059709,Soft Drinks,235.3958,OUT049,1999,Medium,Tier 1,Supermarket Type1,18.478706057150465
2041,FDU10,10.1,Regular,0.04474682181918089,Snack Foods,38.4848,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.590008226250827
2042,NCS38,8.6,Low Fat,0.08669025568570235,Household,112.6176,OUT018,2009,Medium,Tier 3,Supermarket Type2,14.568404810042601
2043,FDQ16,19.7,Low Fat,0.0408575132494576,Frozen Foods,109.1912,OUT013,1987,High,Tier 3,Supermarket Type1,11.78762467785811
2044,FDS40,15.35,Low Fat,0.01400023080745127,Frozen Foods,37.219,OUT017,2007,Medium,Tier 2,Supermarket Type1,9.304857369298094
2045,FDE36,5.26,Regular,0.041150260954932974,Baking Goods,162.6868,OUT017,2007,Medium,Tier 2,Supermarket Type1,15.559736736205274
2046,FDV31,9.8,Low Fat,0.10159380369704014,Fruits and Vegetables,175.337,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.089163989165659
2047,NCD42,16.5,Low Fat,0.012583964743430752,Health and Hygiene,39.3506,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.640837860275727
2048,FDT20,10.5,Low Fat,0.04055407191219832,Fruits and Vegetables,40.1164,OUT035,2004,Small,Tier 2,Supermarket Type1,9.471050560536913
2049,NCN19,13.1,Low Fat,0.012075631197618095,Others,191.353,OUT018,2009,Medium,Tier 3,Supermarket Type2,10.992476949719986
2050,FDW21,5.34,Regular,0.005917458258137486,Snack Foods,98.8358,OUT027,1985,Medium,Tier 3,Supermarket Type3,12.621672619191951
2051,FDF34,9.3,Regular,0.013950068751052277,Snack Foods,196.5084,OUT045,2002,Medium,Tier 2,Supermarket Type1,16.34284186965452
2052,FDI28,14.3,Low Fat,0.026033256939639295,Frozen Foods,79.6302,OUT045,2002,Medium,Tier 2,Supermarket Type1,9.253305855147016
2053,FDG44,6.13,Low Fat,0.0,Fruits and Vegetables,55.7298,OUT027,1985,Medium,Tier 3,Supermarket Type3,14.101892005051106
2054,DRF60,10.8,Low Fat,0.050858803059862866,Soft Drinks,240.3564,OUT045,2002,Medium,Tier 2,Supermarket Type1,16.24924203170687
2055,FDQ36,7.855,Regular,0.0,Baking Goods,38.1848,OUT019,1985,Small,Tier 1,Grocery Store,3.3407497091953386
